-256,10,-8,13,3,-3,5,-19,18,14,-5,4,-15,-1,-6,10,1,-2,11,-7,0,-13,-29,26,12,1,1,-2,4,8,13,21,5,0,-16,551,27497,27053,27051,27049,26006,-27922,-25968,27892,25986,-26819,26817,-26833,27372,-443,-12,5,-7,3,-17,27,7,-14,-3,-3,-3,1,5,22,27,-30,15,41,40,-5,-7,17,-13,4,-8,7,-2,0,7,15,86,2945,2918,2922,2895,2781,-3003,-2767,2985,2763,-2446,23923,17429,2415,4,20,-46,-13,35,41,-7,25,-32,-7,25,-9,32,-1,-14,18,15,10,-38,2,13,18,4,34,-35,9,12,-33,5,15,22,-16,2,-2,37,3,8,21,-16,-24,24,36,6,12,0,25,17,3,-18,-5,4,-2,15,14,1,-11,-11,6,9,-3,11,16,-15,-10,14,3,-15,12,-15,19,17,-16,-12,-7,16,0,14,-7,28,5,-11,1,-22,8,-26,3,-7,4,19,-2,-7,-47,26,27,14,4,-29,-1,3,-2,13,30,10,2,27,25,4,12,5,14,-2,-14,-9,26,-5,-17,17,29,26,32,3,5,3,-19,-10,8,-21,-28,-1,-38,2,-5,15,-8,-6,33,-7,-8,-1,-1,-2,-1,-2,-2,0,-1,-1,-1,0,-1,-2,-1,-2,-2,-2,-1
-256,-11,-20,-18,9,12,10,5,-23,-15,-36,-17,8,2,7,11,18,-5,-8,16,-9,15,0,-10,-6,35,-17,-9,-11,-23,8,5,7,0,5,556,27467,27070,27044,27068,25988,-27891,-25966,27915,25972,-26795,26875,-26827,27349,-424,-23,19,16,1,-16,-4,21,5,-7,-33,22,-22,-14,-7,17,-32,-1,-26,-1,-9,-2,-19,10,-22,21,-29,1,16,6,-21,-8,156,114,141,98,94,-127,-123,124,117,183,16587,16036,16307,16193,15555,-16792,-20797,22255,20670,-21413,21379,-21405,21795,-320,-10,-3,14,9,-6,0,-1,-20,-22,14,-7,5,-7,-18,2,-10,38,8,-22,37,3,-13,-1,-19,24,18,-11,-27,2,-6,9,12,46,-35,7,-26,-3,22,-18,-27,-13,11,12,-12,7,17,-11,-3,1,-15,2,-17,-9,-20,6,1,6,18,-11,-9,7,-18,-5,4,5,12,31,-8,29,-6,12,9,-6,-13,-11,-5,-27,-3,-13,-30,17,-31,14,5,3,-16,9,-14,0,3,13,7,-8,-1,15,-19,-5,-31,-34,4,5,4,-25,-7,-4,-22,6,18,1,-3,-13,-16,-17,-19,14,-12,14,-5,12,6,11,-22,8,-18,-16,-16,-11,-1,-1,-2,-1,-2,-2,0,-1,-1,-1,0,-1,-2,-1,-2,-2,-2,-1
-256,8,-6,-7,37,9,-30,-9,9,0,4,26,0,1,7,-12,28,-1,0,-4,6,0,-4,-15,19,-6,12,16,0,-31,-12,9,2,7,3,539,27484,27065,27060,27058,25966,-27907,-25969,27927,25998,-26830,26815,-26825,27333,-437,13,17,-2,-22,-25,-6,-3,4,2,20,19,-8,27,-18,-10,10,4,11,38,-11,-3,-13,20,8,-10,16,-13,-15,13,17,-36,-1933,-1861,-1898,-1920,-1811,1973,1830,-1966,-1791,1368,-31109,-26864,-30674,-28746,-27571,29665,27590,-29637,-27661,25697,-25665,25647,-26172,404,-26,-20,22,-9,1,-33,16,15,-10,29,-20,-5,-4,-35,-2,-13,1,2,8,38,-9,-26,-5,-11,-30,-32,8,5,-24,5,-21,-22,16,8,-6,12,18,-5,46,8,-6,-11,-34,29,9,13,-9,11,27,1,12,1,-2,-19,-3,-5,33,-9,1,-19,18,0,-2,8,9,-18,5,6,9,-2,-2,-10,-3,19,21,25,-19,7,0,2,8,2,-5,12,2,-7,-11,-17,-25,25,-12,6,11,19,19,-12,-4,13,4,12,2,-10,19,18,-10,-9,6,-1,8,3,15,1,25,-10,-4,-7,8,-9,-8,-11,-30,8,-40,-4,-35,3,-10,-1,-1,-2,-1,-2,-2,0,-1,-1,-1,0,-1,-2,-1,-2,-2,-2,-1
-256,36,7,14,19,-25,15,10,-8,-7,23,-14,-11,15,11,-10,-29,0,-23,5,1,13,6,-1,-4,-4,3,-13,29,9,12,3,-14,-3,17,535,27486,27043,27055,27046,25944,-27916,-25974,27885,25989,-26839,26826,-26823,27353,-433,-5,16,-7,23,-23,-21,-15,14,22,4,-5,28,3,-25,-18,10,10,14,-2,-14,5,-44,12,-17,13,-16,-6,34,7,-3,-4,423,445,453,1350,1304,-1383,-1306,1390,1310,-1353,-568,-3207,-518,-1932,-1787,1928,1807,-1935,-1806,1847,-1843,1853,-1876,17,32,3,34,-6,0,-6,-43,-1,3,-42,43,-44,-42,-12,-29,-9,13,29,-10,-10,7,-18,6,-5,0,18,5,-22,-3,26,22,8,34,22,7,23,0,14,-3,23,-6,22,2,48,-12,-12,1,-9,4,-17,-17,-9,2,-22,10,32,11,-18,-17,18,7,-17,20,-10,26,0,16,-12,-6,11,0,-11,-5,-22,42,4,4,13,-3,-28,-33,-21,2,28,6,-6,9,-23,9,14,-12,29,7,14,11,-15,20,10,-13,27,-1,-19,-8,-28,-7,4,-20,-17,-13,-14,-1,-26,-12,20,22,-25,-16,-21,-1,-10,-13,-9,-9,5,-11,4,-30,-1,-1,-2,-1,-2,-2,0,-1,-1,-1,0,-1,-2,-1,-2,-2,-2,-1
0,5,-15,1,25,19,-7,-16,15,10,-3,-3,-6,6,-5,12,7,11,-2,6,8,7,22,10,7,2,8,-1,-27,31,18,4,2,8,-4,529,27487,27075,27055,27067,25958,-27908,-25982,27915,25939,-26859,26826,-26828,27354,-425,17,1,14,10,-19,-4,-7,-8,-9,26,-1,26,-15,5,27,20,12,38,13,9,24,13,4,12,26,13,0,28,-11,-24,27,1812,1747,1745,1825,1684,-1860,-2223,2313,2168,-1705,32430,27450,32018,29673,28523,-30585,-28472,30615,28508,-29436,29430,-29442,29979,-477,-32,23,-28,25,-53,16,-2,3,-29,6,-8,-1,-15,35,-7,-22,-27,-4,-40,43,-17,9,6,4,-21,-25,3,17,-26,-8,27,8,-7,7,-1,-43,-3,-9,-23,-15,24,-8,27,5,-8,11,2,18,-13,12,-18,-21,-20,31,-20,-1,-11,-34,-15,5,41,1,-22,-10,4,-11,0,24,44,3,-11,-1,-21,0,3,0,-18,-14,-32,-8,2,-17,35,-15,-1,-12,21,-18,-7,-18,9,-27,32,-4,4,4,-3,-7,4,17,20,-2,-19,-22,3,-10,-19,23,5,-17,-2,-24,-13,2,2,10,-22,-7,24,23,5,20,-13,-14,4,-26,27,-1,-1,-2,-1,-2,-2,0,-1,-1,-1,0,-1,-2,-1,-2,-2,-2,-1
-256,15,-22,-8,34,0,12,8,1,3,11,-1,-4,-9,-8,-18,-10,16,20,9,-8,-16,0,-20,30,-7,-12,9,-8,13,-32,2,0,9,-30,512,27472,27081,27055,27085,25979,-27864,-25968,27906,25947,-26824,26824,-26822,27361,-417,7,-19,1,11,-24,4,-32,5,-23,-7,-16,-2,14,13,7,-23,-9,-11,-21,-32,5,-6,1,14,10,24,14,-24,-6,8,-54,-2829,-2835,-2811,-2814,-2700,2932,2695,-2875,-2676,2531,-15597,-10479,-15421,-12834,-12406,13340,12391,-13280,-12393,12831,-12830,12819,-13087,239,10,-8,34,1,13,2,-19,-39,-9,-3,-13,-26,-45,16,7,-6,-11,2,-4,25,-3,36,-23,22,23,-8,-6,-13,36,20,38,-6,1,7,7,18,16,28,-11,-12,12,18,-4,-15,-9,-2,5,5,-1,31,4,4,-2,4,1,-6,24,-13,-3,15,-14,3,25,-4,-17,7,-7,2,-3,16,-2,-21,21,16,-25,-15,-9,-16,-29,2,12,-19,14,-13,16,10,-4,-2,13,21,11,-11,16,-17,-19,5,-2,7,-10,1,7,9,13,18,-6,12,19,-6,10,-14,2,-2,21,22,28,-7,8,15,-4,-43,26,-34,22,6,14,0,-2,-1,-1,-2,-1,-2,-2,0,-1,-1,-1,0,-1,-2,-1,-2,-2,-2,-1
-256,-20,-1,21,2,21,-9,5,-4,4,-30,-3,7,-2,9,4,14,1,1,-11,-9,-12,-6,5,3,-3,13,10,8,-6,-9,5,-28,2,-19,532,27491,27068,27034,27055,25988,-27904,-25969,27913,25974,-26800,26817,-26820,27370,-403,-17,-4,-26,-9,-13,-4,5,-12,7,1,2,-17,-17,10,26,-22,-23,-20,-59,18,15,14,11,-17,18,18,-8,-18,-23,16,-8,-390,-394,-394,-388,-355,380,367,-371,-366,58,-18866,-17881,-18599,-18289,-22406,23987,22311,-23982,-22332,23069,-23083,23092,-23550,375,18,18,-10,7,4,6,1,4,-1,34,29,-13,28,31,-11,1,-17,23,9,-16,-23,-14,8,-2,23,-7,25,15,-16,6,-3,32,13,17,-11,14,-8,-2,0,16,5,2,-9,-12,23,15,-8,0,16,11,2,-13,31,18,-3,-4,-9,15,10,-19,-2,-3,-16,-14,-24,33,-2,5,13,-7,-33,-2,-23,-9,-9,11,20,8,5,12,13,-7,5,-9,35,-10,-18,0,-15,15,26,3,4,29,21,-36,-36,-12,-28,15,-25,11,10,23,-30,13,-11,-27,-16,-8,4,31,-20,-7,-7,-5,-25,-17,-16,13,18,-14,-14,10,-21,2,21,-1,-1,-2,-1,-2,-2,0,-1,-1,-1,0,-1,-2,-1,-2,-2,-2,-1
-256,12,-25,-18,1,3,-2,25,15,15,3,6,19,-6,6,2,-21,13,-9,-10,-11,19,-26,10,-1,-2,-14,-15,-5,4,1,-9,-6,22,15,557,27494,27034,27031,27043,25948,-27936,-25966,27917,25949,-26804,26831,-26823,27356,-428,-11,-11,19,-2,5,12,19,34,-3,-10,3,-15,-6,35,26,-4,19,8,-5,2,10,15,33,-8,37,19,-6,-3,-4,16,29,1580,1563,1564,1589,1474,-1613,-1504,1608,1502,-1011,29875,26341,29487,27898,26761,-28783,-26853,25290,23499,-24309,24274,-24279,24780,-379,-10,-5,5,4,-14,-19,-29,-19,24,-33,15,-11,22,-10,-63,34,3,-13,24,11,39,-10,-37,-1,-4,2,-6,24,-2,38,12,11,28,24,2,-9,24,5,-14,-9,8,9,-16,-11,5,24,-13,-8,-10,12,-18,-7,11,12,8,16,6,17,26,4,9,-6,24,31,-1,6,0,-4,4,-7,-5,0,-3,-9,-11,10,-14,0,3,8,2,-45,-27,-8,24,-2,-13,12,3,6,-8,5,17,-6,-4,-24,-18,2,24,25,35,-2,15,8,-12,-13,3,0,28,-4,-2,-2,-2,11,-30,-3,24,-12,19,9,20,0,-8,8,18,1,4,-1,-1,-2,-1,-2,-2,0,-1,-1,-1,0,-1,-2,-1,-2,-2,-2,-1
-256,-13,15,-2,-11,-7,15,-3,-8,6,24,15,0,1,-1,-11,-15,6,6,4,4,-2,-3,7,14,18,-23,11,-9,-2,-29,-1,4,-11,-6,540,27488,27070,27054,27056,25955,-27927,-25983,27904,25991,-26839,26801,-26822,27366,-432,-20,17,19,4,-38,-7,2,35,8,-12,-15,4,-21,11,-4,6,-9,-15,8,0,21,-20,-16,-6,-1,-11,13,26,-11,31,11,-271,-2692,-2635,-2617,-2516,2685,2524,-2720,-2559,2686,1825,6988,1683,4413,4186,-4508,-4199,4491,4222,-4344,3886,-25599,26484,-353,-28,6,11,7,12,-32,2,12,-10,-20,2,31,-20,12,23,7,-6,-13,0,5,22,-10,-25,-22,5,18,19,-19,-8,26,2,-2,-8,35,-19,24,6,-21,-6,6,11,14,-19,-16,-12,-11,7,16,9,2,-12,23,-1,5,0,-6,5,9,0,40,-1,-1,11,10,-2,34,15,-5,6,6,-2,20,-6,-7,-7,4,-2,-19,-4,-13,-2,-16,9,-17,18,11,5,-9,-8,-9,29,-8,-1,9,9,4,-13,6,27,-7,3,-20,-9,14,20,1,0,17,-21,-7,5,-3,15,-18,-11,-9,14,-25,-5,-2,-17,12,-10,22,-8,8,-1,-1,-1,-2,-1,-2,-2,0,-1,-1,-1,0,-1,-2,-1,-2,-2,-2,-1
-256,6,-3,7,-5,4,5,11,28,3,27,18,1,4,9,6,11,-26,-1,19,7,-22,-6,7,15,6,34,5,25,27,15,-13,-10,22,-15,556,27471,27054,27085,27047,25957,-27920,-25951,27915,25986,-26815,26808,-26832,27383,-444,-24,9,11,-21,29,2,6,16,-12,16,18,0,-19,6,7,-17,30,-11,13,9,19,30,-10,-21,25,-30,-18,-25,-16,29,-34,-2003,-1978,-1974,-1979,-2377,2493,2368,-2520,-2370,1796,32599,-27655,-32533,-30019,-28863,30992,28866,-31020,-28852,29806,-29818,29786,-30388,470,25,29,-41,-15,13,5,13,-37,-23,-7,22,-9,11,20,18,-14,-9,10,6,-13,5,-36,6,3,-6,-16,-16,39,-42,-18,12,-4,-6,-11,12,-4,22,14,-17,-10,6,10,2,-11,-14,-6,5,19,-17,24,-12,25,-4,-16,24,-8,5,-19,12,-13,-18,-27,19,-17,-1,-11,-34,11,20,5,-25,1,-7,-16,-1,-13,-21,11,-12,-34,-14,0,-3,-1,-26,24,5,8,-9,4,34,-11,9,28,12,-26,-9,-9,7,8,-8,-9,5,25,-10,9,6,-12,1,-31,9,8,13,16,-19,-1,1,1,-17,-12,-10,15,35,-1,-13,9,-24,-1,-1,-2,-1,-2,-2,0,-1,-1,-1,0,-1,-2,-1,-2,-2,-2,-1
