0,7,-6,11,6,0,0,2,-21,15,15,-16,-17,-1,5,10,-3,6,-3,5,-1,-2,-1,-6,-6,-23,-12,-34,6,-18,-13,-9,15,23,-4,-1,-21,11,-12,12,-22,-23,-257,-25047,-25195,-25199,-25216,-24704,24961,24684,-24972,-24676,24483,-24492,24455,-24694,-113,4,-1,-23,3,-3,-1,-1,-19,-8,8,-17,23,3,-18,8,-22,-4,-5,41,-8,-10,-9,24,10,-74,-72,-66,-75,-79,92,78,-76,-84,-119,-19683,-19618,-19774,-19685,-19289,19533,19295,-19512,-19303,19098,-19135,19143,-19320,-69,13,5,-29,-7,30,-13,13,-7,4,16,-4,-6,-72,-2,-4,5,14,1,13,-15,32,3,-4,-15,-4,0,-19,21,3,-36,-3,20,-16,9,-3,8,2,-20,32,2,-19,6,1,20,7,1,-8,-13,47,18,-10,9,8,11,9,-27,-3,9,-25,5,5,-5,-19,-8,-31,-4,-5,-8,-13,4,9,-8,11,23,-10,-2,6,13,-34,-37,-7,-16,1,36,-7,2,19,-20,8,15,-27,9,-24,6,-1,-25,-14,-25,7,-1,-5,6,-5,27,-17,-3,4,-6,-7,-1,9,-5,-13,-9,6,0,0,-27,-13,13,-25,-5,5,7,-25,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-256,7,0,-6,6,14,4,-6,-33,9,-21,11,8,10,20,-4,-2,-3,-8,-12,-15,25,14,3,-20,-20,-15,-3,1,15,-25,2,21,-6,-9,-2,-14,26,-22,1,-3,-7,-229,-25093,-25159,-25188,-25190,-24682,24942,24679,-24960,-24687,24438,-24483,24478,-24735,-129,-21,-1,-8,-10,5,7,6,-26,-16,-22,-2,-22,-12,-14,-16,-23,31,-9,41,34,-38,-44,-4,-13,-43,-65,-93,-48,-110,30,58,-60,-104,-122,-19663,-19658,-19763,-19699,-19301,19541,19300,-19500,-19311,19117,-19095,19099,-19306,-106,7,53,21,19,28,-1,-37,2,30,26,-18,-27,-23,-16,8,23,-4,-9,-17,24,-44,16,-31,6,6,-22,-24,12,-12,-2,-7,-15,-15,-12,19,-19,-13,-12,5,33,6,-20,16,-1,-2,10,-9,2,22,3,-2,7,-3,-34,14,-10,-5,8,4,-6,-26,1,3,8,-44,-19,-2,-31,-5,3,16,-9,-4,13,-24,-16,-24,-35,-17,-4,6,-8,17,-12,-16,-23,6,-6,2,-23,-4,-5,-1,11,-10,-16,-13,-7,-5,-3,2,-53,14,-16,12,-20,6,13,10,-5,27,9,-6,-26,-16,20,-13,6,-38,17,-2,21,-4,-19,5,32,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,-39,0,-18,0,-2,2,-3,-5,-26,9,-29,-29,1,-8,29,1,1,-18,-16,5,-24,-8,-3,5,-8,-7,16,-16,-27,7,-23,-20,-18,-5,2,1,7,4,-12,-17,-245,-25072,-25166,-25219,-25197,-24699,24983,24668,-24937,-24684,24483,-24496,24456,-24710,-148,21,-7,13,9,11,14,13,20,-23,6,-20,-21,-27,-15,3,16,-31,28,-33,0,-23,-16,-22,-10,-113,-81,-66,-77,-51,92,74,-53,-89,-147,-19660,-19652,-19783,-19708,-19313,19511,19251,-19501,-19302,19142,-19156,19125,-19332,-100,6,-7,47,-25,0,-10,-39,-4,-47,30,37,6,-69,-20,-11,-3,-29,-48,37,14,5,-20,-38,-4,-9,17,-3,-4,21,8,-34,-22,-22,-49,15,9,28,-21,1,-7,2,-3,11,-7,0,-15,-2,-3,-3,-23,-42,-1,-17,-22,-17,-4,-4,-6,-4,-2,-4,-12,-1,-7,5,4,0,-20,4,-27,-13,-25,3,-24,0,-27,-23,-14,5,13,-18,-16,-12,-7,-18,11,-10,-1,-27,-35,-15,-14,-4,-18,-9,7,-19,38,-19,15,-16,24,34,-7,8,1,-19,-31,-17,1,19,-1,-17,9,1,-23,6,-5,-2,-33,-5,16,24,4,11,2,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-21,-19,5,14,-10,-2,-8,-14,-37,-5,-11,-11,23,1,0,-15,9,-26,-12,-24,-23,20,-4,4,6,-9,-17,-7,17,-9,-10,16,11,12,-24,12,-29,-10,-3,-34,-230,-25079,-25190,-25184,-25173,-24690,24969,24677,-24975,-24692,24447,-24480,24472,-24714,-116,8,-20,-24,-1,25,1,15,-23,-19,-3,10,-14,-3,-18,-16,5,-4,-16,-10,6,17,-2,-34,55,-106,-100,-99,-83,-75,93,41,-56,-72,-140,-19670,-19586,-19754,-19702,-19314,19512,19285,-19538,-19316,19133,-19107,19113,-19309,-93,-23,30,29,1,-5,-40,17,-6,28,2,42,55,-29,-7,25,-17,35,-5,19,-12,-28,-4,-5,32,-21,-11,-57,-16,2,-9,13,-18,17,-3,3,9,1,-28,20,-23,1,-3,-19,-4,16,-3,-29,-13,-12,9,9,3,-3,-24,18,-10,0,-23,17,11,3,8,-4,-22,2,7,-4,-9,1,17,-22,16,-23,-24,-1,23,-10,-10,6,-3,-9,-11,-7,26,20,-3,23,4,-23,-10,-13,-28,7,12,15,-3,8,2,-12,-34,-22,-7,-8,-9,-13,24,16,3,-20,-9,-15,-20,-27,5,-32,-35,-11,-1,-18,-1,-5,12,-11,4,14,-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-256,-7,-6,4,-6,-25,-13,-10,-4,-5,-9,-14,-1,18,-2,-3,-8,-2,19,-1,17,6,12,-14,-9,-2,7,31,-12,2,-7,6,-29,4,1,-31,-15,-1,-20,11,2,20,-236,-25087,-25175,-25162,-25186,-24692,24948,24710,-24949,-24718,24475,-24494,24490,-24698,-120,-6,-7,-4,-2,8,8,3,20,0,16,-24,-8,10,9,-16,11,3,-1,-14,19,17,-11,-12,10,-54,-75,-72,-107,-63,28,79,-85,-85,-100,-19667,-19661,-19744,-19693,-19310,19502,19286,-19506,-19262,19150,-19121,19125,-19336,-72,-7,55,-23,-8,-24,35,-23,-2,-17,-3,-11,-49,13,17,-47,-38,-10,-34,0,7,-9,-47,-27,20,6,-12,-18,-58,-39,-25,-8,-28,-1,-20,34,-17,-22,-7,-6,-41,3,1,-21,-30,3,7,-17,4,-24,7,8,-1,-5,4,1,-18,-37,-10,24,2,-21,-23,18,14,-3,4,0,4,12,-3,-1,3,-10,32,-19,-3,5,-2,-38,-2,-5,12,10,12,-16,-6,-3,-12,15,-10,25,10,1,0,8,25,1,-2,11,-30,8,-5,19,14,-37,-21,-4,8,27,-10,8,-16,-10,-9,-13,-22,-9,-17,22,-7,2,-16,4,7,27,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-256,-2,-26,-24,-25,-8,5,-17,-13,5,-24,-5,20,-12,0,-16,1,14,-8,2,23,-12,-21,-5,-16,17,-9,-17,2,-20,-30,-26,14,-7,-20,-2,21,-10,-6,2,-13,-18,-275,-25078,-25208,-25206,-25206,-24707,24940,24693,-24980,-24682,24464,-24498,24464,-24740,-104,-15,-22,-4,5,-6,-7,-11,-24,30,7,32,32,28,16,0,11,4,6,-26,-9,-24,-36,0,-7,-46,-98,-68,-52,-54,72,67,-44,-47,-104,-19650,-19644,-19756,-19641,-19319,19529,19256,-19517,-19338,19105,-19150,19117,-19333,-66,9,-32,18,-18,4,-17,17,-6,-28,-13,-8,0,51,-29,-37,-19,-11,-6,-31,3,8,-6,-3,2,-19,-25,26,10,29,46,19,19,-42,-43,-26,-17,9,-5,6,-9,-3,-4,9,13,-4,-13,7,7,11,4,25,-13,-8,7,-16,-9,-7,20,-17,1,11,-10,14,15,20,-35,8,-4,10,0,2,6,-8,1,29,-9,-17,13,-3,-3,3,-9,18,11,13,6,23,1,-12,-12,16,10,-1,2,-17,-26,-20,-1,-4,11,1,5,26,-10,-25,-31,11,-6,11,5,10,-17,-2,13,11,-1,-30,-1,-21,-11,3,-5,8,-32,0,-5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-21,20,-5,9,-20,7,1,2,-31,4,16,1,-6,34,-37,-8,6,23,23,-5,10,-7,14,27,-23,-21,10,-30,-2,-9,-17,-17,-29,12,0,2,-17,-12,-13,-1,6,-227,-25076,-25198,-25190,-25182,-24704,24930,24681,-24977,-24687,24453,-24470,24472,-24711,-126,-5,6,3,7,1,-20,-41,-5,18,-25,-27,14,6,8,-16,-31,-16,0,-7,-13,-2,6,-10,4,-73,-46,-45,-75,-89,35,57,-92,-59,-154,-19702,-19605,-19770,-19693,-19302,19506,19273,-19518,-19296,19110,-19155,19116,-19291,-96,21,22,6,-2,1,-45,37,-8,-12,13,-29,-40,31,56,0,-14,-40,-21,-3,-1,4,-28,-7,-41,-24,0,-6,-10,-19,4,20,17,25,9,-31,-14,-6,25,-17,0,-16,-2,-24,4,6,6,2,-9,-2,-13,-16,-14,-3,-9,-11,-8,-6,24,-2,-15,-1,22,-7,9,1,14,-8,-14,3,7,-5,1,9,-2,-6,18,-21,18,2,-4,5,-3,-2,-3,2,-13,-17,9,4,-15,-16,-4,9,-21,-9,6,-11,0,-1,-7,25,-3,4,-32,-1,-10,-8,-3,3,16,-11,-13,15,9,-5,-11,-17,-13,-14,4,2,-4,8,-14,-27,-26,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-256,9,-15,16,22,13,-21,-27,11,-5,-5,-3,-7,-11,-3,-9,-14,2,-18,26,7,4,16,9,3,5,8,38,1,-25,-2,-17,-2,8,16,5,0,4,-4,-19,-11,15,-246,-25096,-25195,-25205,-25188,-24714,24984,24706,-24970,-24716,24475,-24458,24483,-24732,-119,21,2,-13,-8,-30,23,-22,-15,2,-17,-38,9,-9,-8,-5,-15,-23,-40,17,20,-33,7,-8,-11,-84,-56,-83,-110,-99,72,46,-58,-87,-182,-19690,-19661,-19786,-19707,-19309,19508,19316,-19535,-19322,19087,-19166,19092,-19310,-90,1,-7,-57,-14,-28,15,-11,-2,7,-15,5,47,-59,-22,-38,-10,-47,0,11,11,-2,-5,16,36,2,28,-6,-26,-26,-10,21,-4,-40,-3,-17,-24,-20,-5,-19,-9,9,-23,-16,-9,-19,2,13,-1,4,14,23,-16,23,-6,12,-1,-7,-16,-11,6,-20,2,-9,-21,14,18,22,-17,2,-4,-20,15,5,-17,-5,-10,-4,6,1,11,-12,-11,-27,-11,-6,4,3,10,-27,-4,8,18,17,-21,25,-16,9,-22,-12,-23,19,-1,15,7,-14,-6,-30,-3,-12,5,-1,-28,5,3,3,6,21,-11,-10,24,-22,-5,8,4,11,17,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,-4,-19,23,8,-5,3,0,-2,0,19,-21,8,-10,-15,-20,-23,23,-16,-26,7,-63,5,-6,-12,-5,-8,-8,-2,-16,-5,-12,9,22,2,-22,2,6,-38,-16,-17,-237,-25075,-25201,-25191,-25218,-24713,24975,24699,-24991,-24695,24469,-24470,24482,-24709,-137,0,-15,-21,-37,19,-18,10,-21,5,-39,47,13,27,9,22,4,-22,-12,-19,-3,9,37,-41,18,-94,-79,-80,-101,-38,49,87,-65,-85,-141,-19668,-19640,-19761,-19646,-19312,19483,19322,-19530,-19304,19112,-19106,19147,-19342,-61,-13,0,-12,17,0,-20,21,-7,-2,-23,-3,-14,-28,-5,15,-19,-8,2,43,19,-11,27,-29,-43,26,-12,-38,-9,-11,-14,-37,9,2,-34,18,-23,-20,-1,-34,17,1,8,1,-4,14,8,6,-11,-22,2,-36,-10,14,-2,-33,-19,-36,11,6,-10,13,23,5,-18,1,-1,-21,0,-25,-8,19,-5,-18,2,-5,16,1,-11,-6,-10,-3,16,9,1,13,-11,2,4,-21,-21,9,28,4,2,-14,-3,-15,-6,7,7,16,-3,-14,15,7,3,-21,-35,-12,-13,-3,-14,-23,16,13,-11,15,8,8,21,-13,20,-1,1,3,-10,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-256,-14,-15,-18,4,-7,-2,10,-17,1,-9,24,-17,14,8,-9,-20,-12,2,-2,-3,-3,-19,-3,-5,-18,-14,-8,-13,-3,2,10,-1,-2,16,8,-7,20,-7,16,-2,0,-250,-25062,-25188,-25183,-25168,-24675,24957,24678,-24956,-24719,24467,-24500,24470,-24716,-131,-22,-21,14,9,32,11,-19,13,-2,-12,32,-32,-8,-14,-8,-4,-26,-4,-28,25,59,-8,10,2,-102,-93,-77,-133,-34,107,68,-48,-90,-133,-19717,-19640,-19728,-19663,-19312,19523,19299,-19501,-19310,19097,-19123,19140,-19321,-77,-6,-13,-8,-15,12,-25,13,-24,14,-52,-23,0,-29,-13,10,1,-7,-26,-1,-36,-26,-6,4,-33,26,-11,-29,-6,26,-10,3,-33,-9,-1,8,-4,-12,2,-41,11,-20,-9,0,1,-7,-9,-8,-8,-8,12,-2,-4,5,4,8,-25,-18,-2,9,22,2,-9,-10,4,-21,-6,-8,5,-20,-10,13,2,2,-2,10,21,-12,-18,9,19,-2,-23,-12,10,7,-9,5,-1,-7,-4,-6,8,14,20,2,5,-8,7,-13,-11,-3,-2,7,-4,-4,29,10,-17,-29,-13,8,11,-13,-15,2,-4,-1,-9,21,-3,-2,5,-14,17,1,-14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
